seqid	geneID	source	type_gene	start_gene	end_gene	score_gene	strand_gene	phase_gene	attributes_gene	nchildrenhit	Program_code_geneID	childnames_hit	childnames_protein_hit	Prog_single_hits	childnames_NLRtracker	children_Status_Ntr	children_Domain	children_DomainSimpl	children_Subclass_p	Status_Ntr_cons	Domain_cons	DomainSimpl_cons	Subclass_p_cons	exclusive_MLKL	childnames_hmmer	children_profiles	profile_combi_cons	nonLRR_profile	childnames_NLRannotator	annotNLR	nRegions	NLRtrackerhit	hmmerhit	NLRannotatorhit	inNLRannotatoronlyregion	priority_geneID	priority_note
CP002687.1	gene-AT4G16990	Genbank	gene	9558571	9565569	.	+	.	ID=gene-AT4G16990;Dbxref=Araport:AT4G16990,TAIR:AT4G16990;Name=RLM3;gbkey=Gene;gene=RLM3;gene_biotype=protein_coding;gene_synonym=DL4525W,FCAALL.324,RESISTANCE TO LEPTOSPHAERIA MACULANS 3;locus_tag=AT4G16990	19	7	rna-gnl|JCVI|mRNA.AT4G16990.1;rna-gnl|JCVI|mRNA.AT4G16990.3;rna-gnl|JCVI|mRNA.AT4G16990.2;rna-gnl|JCVI|mRNA.AT4G16990.4;rna-gnl|JCVI|mRNA.AT4G16990.5;rna-gnl|JCVI|mRNA.AT4G16990.18;rna-gnl|JCVI|mRNA.AT4G16990.19;rna-gnl|JCVI|mRNA.AT4G16990.12;rna-gnl|JCVI|mRNA.AT4G16990.13;rna-gnl|JCVI|mRNA.AT4G16990.10;rna-gnl|JCVI|mRNA.AT4G16990.11;rna-gnl|JCVI|mRNA.AT4G16990.16;rna-gnl|JCVI|mRNA.AT4G16990.17;rna-gnl|JCVI|mRNA.AT4G16990.14;rna-gnl|JCVI|mRNA.AT4G16990.15;rna-gnl|JCVI|mRNA.AT4G16990.8;rna-gnl|JCVI|mRNA.AT4G16990.9;rna-gnl|JCVI|mRNA.AT4G16990.6;rna-gnl|JCVI|mRNA.AT4G16990.7	AEE83831.1;AEE83832.1;AEE83833.1;AEE83834.1;AEE83835.1;ANM68092.1;ANM68093.1;ANM68094.1;ANM68095.1;ANM68096.1;ANM68097.1;ANM68098.1;ANM68099.1;ANM68100.1;ANM68101.1;ANM68102.1;ANM68103.1;ANM68104.1;ANM68105.1	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G16990.1;rna-gnl|JCVI|mRNA.AT4G16990.3;rna-gnl|JCVI|mRNA.AT4G16990.2;rna-gnl|JCVI|mRNA.AT4G16990.4;rna-gnl|JCVI|mRNA.AT4G16990.5;rna-gnl|JCVI|mRNA.AT4G16990.18;rna-gnl|JCVI|mRNA.AT4G16990.19;rna-gnl|JCVI|mRNA.AT4G16990.12;rna-gnl|JCVI|mRNA.AT4G16990.13;rna-gnl|JCVI|mRNA.AT4G16990.10;rna-gnl|JCVI|mRNA.AT4G16990.11;rna-gnl|JCVI|mRNA.AT4G16990.16;rna-gnl|JCVI|mRNA.AT4G16990.17;rna-gnl|JCVI|mRNA.AT4G16990.14;rna-gnl|JCVI|mRNA.AT4G16990.15;rna-gnl|JCVI|mRNA.AT4G16990.8;rna-gnl|JCVI|mRNA.AT4G16990.9;rna-gnl|JCVI|mRNA.AT4G16990.6;rna-gnl|JCVI|mRNA.AT4G16990.7	NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(BRX)(BRX);(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX);(NBARC)(BRX)(BRX)(BRX);(NBARC)(BRX)(BRX)(BRX);(NBARC)(BRX)(BRX);(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX);(NBARC)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX);(NBARC)(BRX)(BRX)(BRX);(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX);(TIR)(NBARC)(BRX)(BRX)(BRX)	TNO;NO;TNO;NO;NO;NO;NO;TNO;TNO;TNO;TNO;NO;TNO;NO;NO;TNO;TNO;TNO;TNO	TIR-NLR;UNDETERMINED;TIR-NLR;UNDETERMINED;UNDETERMINED;UNDETERMINED;UNDETERMINED;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;UNDETERMINED;TIR-NLR;UNDETERMINED;UNDETERMINED;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(BRX)(BRX)(BRX)	TNO	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G16990.1;rna-gnl|JCVI|mRNA.AT4G16990.3;rna-gnl|JCVI|mRNA.AT4G16990.2;rna-gnl|JCVI|mRNA.AT4G16990.4;rna-gnl|JCVI|mRNA.AT4G16990.5;rna-gnl|JCVI|mRNA.AT4G16990.18;rna-gnl|JCVI|mRNA.AT4G16990.19;rna-gnl|JCVI|mRNA.AT4G16990.12;rna-gnl|JCVI|mRNA.AT4G16990.13;rna-gnl|JCVI|mRNA.AT4G16990.10;rna-gnl|JCVI|mRNA.AT4G16990.11;rna-gnl|JCVI|mRNA.AT4G16990.16;rna-gnl|JCVI|mRNA.AT4G16990.17;rna-gnl|JCVI|mRNA.AT4G16990.14;rna-gnl|JCVI|mRNA.AT4G16990.15;rna-gnl|JCVI|mRNA.AT4G16990.8;rna-gnl|JCVI|mRNA.AT4G16990.9;rna-gnl|JCVI|mRNA.AT4G16990.6;rna-gnl|JCVI|mRNA.AT4G16990.7	TN;N;TN;N;N;N;N;TN;TN;TN;TN;N;TN;N;N;TN;TN;TN;TN	TN	1	rna-gnl|JCVI|mRNA.AT4G16990.1;rna-gnl|JCVI|mRNA.AT4G16990.3;rna-gnl|JCVI|mRNA.AT4G16990.2;rna-gnl|JCVI|mRNA.AT4G16990.4;rna-gnl|JCVI|mRNA.AT4G16990.5;rna-gnl|JCVI|mRNA.AT4G16990.18;rna-gnl|JCVI|mRNA.AT4G16990.19;rna-gnl|JCVI|mRNA.AT4G16990.12;rna-gnl|JCVI|mRNA.AT4G16990.13;rna-gnl|JCVI|mRNA.AT4G16990.10;rna-gnl|JCVI|mRNA.AT4G16990.11;rna-gnl|JCVI|mRNA.AT4G16990.16;rna-gnl|JCVI|mRNA.AT4G16990.17;rna-gnl|JCVI|mRNA.AT4G16990.14;rna-gnl|JCVI|mRNA.AT4G16990.15;rna-gnl|JCVI|mRNA.AT4G16990.8;rna-gnl|JCVI|mRNA.AT4G16990.9;rna-gnl|JCVI|mRNA.AT4G16990.6;rna-gnl|JCVI|mRNA.AT4G16990.7	CP002687.1_nlr_7:9560175-9561886	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G18640	Genbank	gene	10259600	10263822	.	+	.	ID=gene-AT4G18640;Dbxref=Araport:AT4G18640,TAIR:AT4G18640;Name=MRH1;Note=Required for root hair elongation during tip growth.;gbkey=Gene;gene=MRH1;gene_biotype=protein_coding;gene_synonym=F28A21.50,F28A21_50,morphogenesis of root hair 1;locus_tag=AT4G18640	1	2	rna-gnl|JCVI|mRNA.AT4G18640.1	AEE84071.1	2										NA	rna-gnl|JCVI|mRNA.AT4G18640.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G18670	Genbank	gene	10275462	10278794	.	-	.	ID=gene-AT4G18670;Dbxref=Araport:AT4G18670,TAIR:AT4G18670;Name=AT4G18670;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F28A21.80,F28A21_80;locus_tag=AT4G18670	1	2	rna-gnl|JCVI|mRNA.AT4G18670.1	AEE84074.1	2										NA	rna-gnl|JCVI|mRNA.AT4G18670.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G18760	Genbank	gene	10307810	10309591	.	-	.	ID=gene-AT4G18760;Dbxref=Araport:AT4G18760,TAIR:AT4G18760;Name=RLP51;gbkey=Gene;gene=RLP51;gene_biotype=protein_coding;gene_synonym=AtRLP51,constitutive 2,F28A21.170,F28A21_170,receptor like protein 51,SNC2,suppressor of npr1-1;locus_tag=AT4G18760	1	2	rna-gnl|JCVI|mRNA.AT4G18760.1	AEE84087.1	2										NA	rna-gnl|JCVI|mRNA.AT4G18760.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G19050	Genbank	gene	10439984	10444121	.	-	.	ID=gene-AT4G19050;Dbxref=Araport:AT4G19050,TAIR:AT4G19050;Name=AT4G19050;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T18B16.1;locus_tag=AT4G19050	1	7	rna-gnl|JCVI|mRNA.AT4G19050.1	AEE84134.1	7	rna-gnl|JCVI|mRNA.AT4G19050.1	NLR	(NBARC)(LRR)(LRR)	NL	UNDETERMINED	NLR	(NBARC)(LRR)(LRR)	NL	UNDETERMINED	FALSE	rna-gnl|JCVI|mRNA.AT4G19050.1	NL	NL	1	rna-gnl|JCVI|mRNA.AT4G19050.1	CP002687.1_nlr_18:10440303-10445882	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G19060	Genbank	gene	10444916	10446300	.	-	.	ID=gene-AT4G19060;Dbxref=Araport:AT4G19060,TAIR:AT4G19060;Name=AT4G19060;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T18B16.2;locus_tag=AT4G19060	1	7	rna-gnl|JCVI|mRNA.AT4G19060.1	AEE84135.1	7	rna-gnl|JCVI|mRNA.AT4G19060.1	NLR	(NBARC)	N	UNDETERMINED	NLR	(NBARC)	N	UNDETERMINED	FALSE	rna-gnl|JCVI|mRNA.AT4G19060.1	N	N	1	rna-gnl|JCVI|mRNA.AT4G19060.1	CP002687.1_nlr_18:10440303-10445882	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G19470	Genbank	gene	10612993	10614339	.	-	.	ID=gene-AT4G19470;Dbxref=Araport:AT4G19470,TAIR:AT4G19470;Name=AT4G19470;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F24J7.30,F24J7_30;locus_tag=AT4G19470	1	2	rna-gnl|JCVI|mRNA.AT4G19470.1	AEE84186.1	2										NA	rna-gnl|JCVI|mRNA.AT4G19470.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G19500	Genbank	gene	10625562	10630433	.	+	.	ID=gene-AT4G19500;Dbxref=Araport:AT4G19500,TAIR:AT4G19500;Name=AT4G19500;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F24J7.60,F24J7_60;locus_tag=AT4G19500	2	7	rna-gnl|JCVI|mRNA.AT4G19500.1;rna-gnl|JCVI|mRNA.AT4G19500.2	AEE84190.1;AEE84191.2	7;7	rna-gnl|JCVI|mRNA.AT4G19500.1;rna-gnl|JCVI|mRNA.AT4G19500.2	NLR;NLR	(TIR)(NBARC)(OTHER)(TIR)(NBARC)(LRR);(OTHER)(TIR)(NBARC)(LRR)	TNOTNL;OTNL	TIR-NLR;TIR-NLR	NLR	(OTHER)(TIR)(NBARC)(LRR)/(TIR)(NBARC)(OTHER)(TIR)(NBARC)(LRR)	OTNL/TNOTNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G19500.1;rna-gnl|JCVI|mRNA.AT4G19500.2	TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G19500.1;rna-gnl|JCVI|mRNA.AT4G19500.2	CP002687.1_nlr_8:10625813-10627056;CP002687.1_nlr_9:10625813-10630107	2	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G19510	Genbank	gene	10633619	10639036	.	+	.	ID=gene-AT4G19510;Dbxref=Araport:AT4G19510,TAIR:AT4G19510;Name=AT4G19510;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F24J7.70,F24J7_70;locus_tag=AT4G19510	10	7	rna-gnl|JCVI|mRNA.AT4G19510.1;rna-gnl|JCVI|mRNA.AT4G19510.2;rna-gnl|JCVI|mRNA.AT4G19510.10;rna-gnl|JCVI|mRNA.AT4G19510.9;rna-gnl|JCVI|mRNA.AT4G19510.8;rna-gnl|JCVI|mRNA.AT4G19510.5;rna-gnl|JCVI|mRNA.AT4G19510.4;rna-gnl|JCVI|mRNA.AT4G19510.7;rna-gnl|JCVI|mRNA.AT4G19510.6;rna-gnl|JCVI|mRNA.AT4G19510.3	AEE84192.1;AEE84193.1;ANM66558.1;ANM66559.1;ANM66560.1;ANM66561.1;ANM66562.1;ANM66563.1;ANM66564.1;ANM66565.1	7;7;7;7;7;7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G19510.1;rna-gnl|JCVI|mRNA.AT4G19510.2;rna-gnl|JCVI|mRNA.AT4G19510.10;rna-gnl|JCVI|mRNA.AT4G19510.9;rna-gnl|JCVI|mRNA.AT4G19510.8;rna-gnl|JCVI|mRNA.AT4G19510.5;rna-gnl|JCVI|mRNA.AT4G19510.4;rna-gnl|JCVI|mRNA.AT4G19510.7;rna-gnl|JCVI|mRNA.AT4G19510.6;rna-gnl|JCVI|mRNA.AT4G19510.3	NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)	TNLJ;TNL;TNL;TNL;TNLJ;TNLJ;TNLJ;TNLJ;TNLJ;TNL	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G19510.1;rna-gnl|JCVI|mRNA.AT4G19510.2;rna-gnl|JCVI|mRNA.AT4G19510.10;rna-gnl|JCVI|mRNA.AT4G19510.9;rna-gnl|JCVI|mRNA.AT4G19510.8;rna-gnl|JCVI|mRNA.AT4G19510.5;rna-gnl|JCVI|mRNA.AT4G19510.4;rna-gnl|JCVI|mRNA.AT4G19510.7;rna-gnl|JCVI|mRNA.AT4G19510.6;rna-gnl|JCVI|mRNA.AT4G19510.3	TNL;TNL;TNL;TNL;TNL;TNL;TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G19510.1;rna-gnl|JCVI|mRNA.AT4G19510.2;rna-gnl|JCVI|mRNA.AT4G19510.10;rna-gnl|JCVI|mRNA.AT4G19510.9;rna-gnl|JCVI|mRNA.AT4G19510.8;rna-gnl|JCVI|mRNA.AT4G19510.5;rna-gnl|JCVI|mRNA.AT4G19510.4;rna-gnl|JCVI|mRNA.AT4G19510.7;rna-gnl|JCVI|mRNA.AT4G19510.6;rna-gnl|JCVI|mRNA.AT4G19510.3	CP002687.1_nlr_10:10633849-10636904	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G19520	Genbank	gene	10639269	10647280	.	-	.	ID=gene-AT4G19520;Dbxref=Araport:AT4G19520,TAIR:AT4G19520;Name=AT4G19520;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F24J7.80,F24J7_80;locus_tag=AT4G19520	5	7	rna-gnl|JCVI|mRNA.AT4G19520.1;rna-gnl|JCVI|mRNA.AT4G19520.2;rna-gnl|JCVI|mRNA.AT4G19520.4;rna-gnl|JCVI|mRNA.AT4G19520.5;rna-gnl|JCVI|mRNA.AT4G19520.3	AEE84194.1;ANM67772.1;ANM67773.1;ANM67774.1;ANM67775.1	7;7;7;7;7	rna-gnl|JCVI|mRNA.AT4G19520.1;rna-gnl|JCVI|mRNA.AT4G19520.2;rna-gnl|JCVI|mRNA.AT4G19520.4;rna-gnl|JCVI|mRNA.AT4G19520.5;rna-gnl|JCVI|mRNA.AT4G19520.3	NLR;NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID)(TIR);(TIR)(NBARC)(LRR)(CJID)(TIR);(TIR)(NBARC)(LRR)(CJID)(TIR);(TIR)(NBARC)(LRR)(CJID)(TIR);(TIR)(NBARC)(LRR)(CJID)(TIR)	TNLJT;TNLJT;TNLJT;TNLJT;TNLJT	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)(TIR)	TNLJT	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G19520.1;rna-gnl|JCVI|mRNA.AT4G19520.2;rna-gnl|JCVI|mRNA.AT4G19520.4;rna-gnl|JCVI|mRNA.AT4G19520.5;rna-gnl|JCVI|mRNA.AT4G19520.3	TNL;TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT4G19520.1;rna-gnl|JCVI|mRNA.AT4G19520.2;rna-gnl|JCVI|mRNA.AT4G19520.4;rna-gnl|JCVI|mRNA.AT4G19520.5;rna-gnl|JCVI|mRNA.AT4G19520.3	CP002687.1_nlr_17:10642894-10647055	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002687.1	gene-AT4G19530	Genbank	gene	10651744	10657282	.	+	.	ID=gene-AT4G19530;Dbxref=Araport:AT4G19530,TAIR:AT4G19530;Name=AT4G19530;Note=Encodes a TIR-NB-LRR resistance protein. Transient expression in tobacco induces cell death.;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F24J7.90,F24J7_90;locus_tag=AT4G19530	2	3	rna-gnl|JCVI|mRNA.AT4G19530.1;rna-gnl|JCVI|mRNA.AT4G19530.2	AEE84195.1;ANM66629.1	3;3	rna-gnl|JCVI|mRNA.AT4G19530.1;rna-gnl|JCVI|mRNA.AT4G19530.2	NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID)	TNLJ;TNLJ	TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT4G19530.1;rna-gnl|JCVI|mRNA.AT4G19530.2	TNL;TNL	TNL	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002687.1	gene-AT4G19910	Genbank	gene	10795869	10796687	.	-	.	ID=gene-AT4G19910;Dbxref=Araport:AT4G19910,TAIR:AT4G19910;Name=AT4G19910;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G19910	1	3	rna-gnl|JCVI|mRNA.AT4G19910.1	AEE84245.1	3	rna-gnl|JCVI|mRNA.AT4G19910.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT4G19910.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002687.1	gene-AT4G19920	Genbank	gene	10797198	10798527	.	-	.	ID=gene-AT4G19920;Dbxref=Araport:AT4G19920,TAIR:AT4G19920;Name=AT4G19920;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F18F4.20,F18F4_20;locus_tag=AT4G19920	1	3	rna-gnl|JCVI|mRNA.AT4G19920.1	AEE84246.1	3	rna-gnl|JCVI|mRNA.AT4G19920.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT4G19920.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002687.1	gene-AT4G19925	Genbank	gene	10799732	10800792	.	-	.	ID=gene-AT4G19925;Dbxref=Araport:AT4G19925,TAIR:AT4G19925;Name=AT4G19925;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT4G19925	1	3	rna-gnl|JCVI|mRNA.AT4G19925.1	AEE84247.1	3	rna-gnl|JCVI|mRNA.AT4G19925.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT4G19925.1	T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
CP002687.1	gene-AT4G20140	Genbank	gene	10883921	10888270	.	+	.	ID=gene-AT4G20140;Dbxref=Araport:AT4G20140,TAIR:AT4G20140;Name=GSO1;Note=Encodes GASSHO1 (GSO1)%2C a putative leucine-rich repeat transmembrane-type receptor kinase. GSO1 and a homolog GSO2 (At5g44700) are required for the formation of a normal epidermal surface during embryogenesis.;gbkey=Gene;gene=GSO1;gene_biotype=protein_coding;gene_synonym=F1C12.60,F1C12_60,GASSHO1;locus_tag=AT4G20140	1	2	rna-gnl|JCVI|mRNA.AT4G20140.1	AEE84279.1	2										NA	rna-gnl|JCVI|mRNA.AT4G20140.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G20270	Genbank	gene	10949573	10953113	.	+	.	ID=gene-AT4G20270;Dbxref=Araport:AT4G20270,TAIR:AT4G20270;Name=BAM3;Note=Encodes a CLAVATA1-related receptor kinase-like protein required for both shoot and flower meristem function. It has a broad expression pattern and is involved in vascular strand development in the leaf%2C control of leaf shape%2C size and symmetry%2C male gametophyte development and ovule specification and function.;gbkey=Gene;gene=BAM3;gene_biotype=protein_coding;gene_synonym=BARELY ANY MERISTEM 3,F1C12.190,F1C12_190;locus_tag=AT4G20270	1	2	rna-gnl|JCVI|mRNA.AT4G20270.1	AEE84297.1	2										NA	rna-gnl|JCVI|mRNA.AT4G20270.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G20450	Genbank	gene	11023918	11029090	.	-	.	ID=gene-AT4G20450;Dbxref=Araport:AT4G20450,TAIR:AT4G20450;Name=AT4G20450;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F9F13.100,F9F13_100;locus_tag=AT4G20450	2	2	rna-gnl|JCVI|mRNA.AT4G20450.2;rna-gnl|JCVI|mRNA.AT4G20450.1	ANM66206.1;AEE84334.1	2;2										NA	rna-gnl|JCVI|mRNA.AT4G20450.2;rna-gnl|JCVI|mRNA.AT4G20450.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G20790	Genbank	gene	11134775	11136423	.	-	.	ID=gene-AT4G20790;Dbxref=Araport:AT4G20790,TAIR:AT4G20790;Name=AT4G20790;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F21C20.140,F21C20_140;locus_tag=AT4G20790	1	2	rna-gnl|JCVI|mRNA.AT4G20790.1	AEE84361.1	2										NA	rna-gnl|JCVI|mRNA.AT4G20790.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G20940	Genbank	gene	11202728	11206280	.	+	.	ID=gene-AT4G20940;Dbxref=Araport:AT4G20940,TAIR:AT4G20940;Name=GHR1;Note=Encodes a plasma-membrane localized LRR receptor-like protein involved in both ABA and H202 mediated signaling involved in stomatal movement.;gbkey=Gene;gene=GHR1;gene_biotype=protein_coding;gene_synonym=GUARD CELL HYDROGEN PEROXIDE-RESISTANT 1,T13K14.100,T13K14_100;locus_tag=AT4G20940	1	2	rna-gnl|JCVI|mRNA.AT4G20940.1	AEE84378.2	2										NA	rna-gnl|JCVI|mRNA.AT4G20940.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G22130	Genbank	gene	11723388	11727693	.	+	.	ID=gene-AT4G22130;Dbxref=Araport:AT4G22130,TAIR:AT4G22130;Name=SRF8;gbkey=Gene;gene=SRF8;gene_biotype=protein_coding;gene_synonym=F1N20.230,F1N20_230,STRUBBELIG-receptor family 8;locus_tag=AT4G22130	2	2	rna-gnl|JCVI|mRNA.AT4G22130.1;rna-gnl|JCVI|mRNA.AT4G22130.2	AEE84560.1;AEE84561.1	2;2										NA	rna-gnl|JCVI|mRNA.AT4G22130.1;rna-gnl|JCVI|mRNA.AT4G22130.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G22280	Genbank	gene	11775969	11778151	.	-	.	ID=gene-AT4G22280;Dbxref=Araport:AT4G22280,TAIR:AT4G22280;Name=AT4G22280;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T10I14.110,T10I14_110;locus_tag=AT4G22280	2	2	rna-gnl|JCVI|mRNA.AT4G22280.2;rna-gnl|JCVI|mRNA.AT4G22280.1	AEE84586.1;AEE84585.1	2;2										NA	rna-gnl|JCVI|mRNA.AT4G22280.2;rna-gnl|JCVI|mRNA.AT4G22280.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G22730	Genbank	gene	11941001	11943885	.	+	.	ID=gene-AT4G22730;Dbxref=Araport:AT4G22730,TAIR:AT4G22730;Name=AT4G22730;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T12H17.120,T12H17_120;locus_tag=AT4G22730	2	2	rna-gnl|JCVI|mRNA.AT4G22730.2;rna-gnl|JCVI|mRNA.AT4G22730.1	ANM66405.1;AEE84645.1	2;2										NA	rna-gnl|JCVI|mRNA.AT4G22730.2;rna-gnl|JCVI|mRNA.AT4G22730.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002687.1	gene-AT4G23440	Genbank	gene	12236593	12240826	.	+	.	ID=gene-AT4G23440;Dbxref=Araport:AT4G23440,TAIR:AT4G23440;Name=AT4G23440;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F16G20.140,F16G20_140;locus_tag=AT4G23440	2	1	rna-gnl|JCVI|mRNA.AT4G23440.1;rna-gnl|JCVI|mRNA.AT4G23440.2	AEE84757.1;ANM66049.1	1;1	rna-gnl|JCVI|mRNA.AT4G23440.1;rna-gnl|JCVI|mRNA.AT4G23440.2	degenerate NLR;degenerate NLR	(TIR)(PLOOP);(TIR)(PLOOP)	TP;TP	TN (OTHER);TN (OTHER)	degenerate NLR	(TIR)(PLOOP)	TP	TN (OTHER)	FALSE				-999			0	TRUE	FALSE	FALSE	FALSE	medium	T_noMLKL
CP002687.1	gene-AT4G23510	Genbank	gene	12267516	12270739	.	-	.	ID=gene-AT4G23510;Dbxref=Araport:AT4G23510,TAIR:AT4G23510;Name=AT4G23510;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F16G20.210,F16G20_210;locus_tag=AT4G23510	3	3	rna-gnl|JCVI|mRNA.AT4G23510.1;rna-gnl|JCVI|mRNA.AT4G23510.2;rna-gnl|JCVI|mRNA.AT4G23510.3	AEE84769.1;ANM66776.1;ANM66777.1	3;3;3	rna-gnl|JCVI|mRNA.AT4G23510.1;rna-gnl|JCVI|mRNA.AT4G23510.2;rna-gnl|JCVI|mRNA.AT4G23510.3	TX;TX;TX	(TIR)(TIR);(TIR)(TIR);(TIR)(TIR)	TT;TT;TT	TX;TX;TX	TX	(TIR)(TIR)	TT	TX	FALSE	rna-gnl|JCVI|mRNA.AT4G23510.1;rna-gnl|JCVI|mRNA.AT4G23510.2;rna-gnl|JCVI|mRNA.AT4G23510.3	T;T;T	T	1			0	TRUE	TRUE	FALSE	FALSE	high	ProgCode_3
